ALM-273 Protective Limit - Swift Restarts Limit Exceeded;报警-273 保护性限制-快速重启次数超过限制;
ALM-274 Protective Limit - Chiller Lockout;报警-274 保护性限制-机组锁定;
ALM-275 Protective Limit - Fire Alarm;报警-275 保护性限制-火警;
ALM-276 Protective Limit - Stop Override;报警-276 保护性限制-机组强制停机锁定;
ALM-277 Protective Limit - UI Freeze Reboot;报警-277 保护性限制-界面无响应报警;
ALM-278 Protective Limit - VFD Config Conflict;报警-278 保护性限制-变频器配置冲突;
ALM-279 Protective Limit - VFD Config Failure;报警-279 保护性限制-变频器配置错误;
ALM-280 Protective Limit - High VFD Speed;报警-280 保护性限制-变频器频率过高;
ALM-282 Protective Limit - Displacement Switch Open;报警-282 保护性限制- 叶轮位移开关断开;
ALM-283 Protective Limit - High Pressure Switch;报警-283 保护性限制- 高压开关;
ALM-284 Protective Limit - Power Feedback Loss;报警-284 保护性限制- 失去供电许可;
ALM-285 Protective Limit - Low Bearing Delta Pres Difference;报警-285 保护性限制-轴承压差过低;
ALM-286 Protective Limit - Economizer Pressure Low;报警-286 保护性限制 – 经济器压力低;
ALM-287 Protective Limit - Oil Pressure Transducer Abnormal;ALM-287 保护性限制-油压差传感器异常;
ALM-292 Protective Limit - Guide Vane 2 Fault;报警-292 保护性限制-导叶2故障;
ALM-296 Protective Limit - High Evaporator Pressure;报警-296 保护性限制-蒸发器压力过高;
ALM-300 Loss Communication With ISM;报警-300 主板和ISM失去通讯;
ALM-301 Loss Communication With IOB1;报警-301 主板和IOB1失去通讯;
ALM-302 Loss Communication With IOB2;报警-302 主板和IOB2失去通讯;
ALM-303 Loss Communication With IOB3;报警-303 主板和IOB3失去通讯;
ALM-304 Loss Communication With IOB4;报警-304 主板和IOB4失去通讯;
ALM-305 Loss Communication With IOB5;报警-305 主板和IOB5失去通讯;
ALM-306 Loss Communication With SIOB;报警-306 主板和SIOB失去通讯;
ALM-307 LEN Scan Error;报警-307 LEN通信错误;
ALM-308 Loss Communication With 32VS VFD;报警-308 与32VS变频器失去通讯;
ALM-309 Loss Communication With VFD Gateway (LEN);报警-309 主板和转换器失去通讯(LEN);
ALM-310 Loss Communication With VFD/Starter (Modbus);报警-310 与变频器/启动柜失去通讯(Modbus);
ALM-311 Loss Communication With  Danfoss VFD;报警-311 与丹佛斯变频器失去通讯;
ALM-350 Sensor Fault - 19DV 1st Stage Bearing Temp;报警-350 传感器故障-19DV一级轴承温度;
ALM-351 Sensor Fault - 19DV 2nd Stage Bearing Temp;报警-351 传感器故障-19DV二级轴承温度;
ALM-352 Sensor Fault - 19DV Pump Outlet Pressure;报警-352 传感器故障-19DV制冷剂泵出口压力;
ALM-353 Sensor Fault - Heat Reclaim Entering Temp;报警-353 传感器故障- 热水进水温度;
ALM-354 Sensor Fault - Heat Reclaim Leaving Temp;报警-354 传感器故障- 热水出水温度;
ALM-400 ISM Fault - Line Voltage Dropout;报警-400 ISM故障-线电压缺损;
ALM-401 ISM Fault - Line Phase Loss;报警-401 ISM故障-缺相;
ALM-402 ISM Fault - High Line Voltage;报警-402 ISM故障-线电压高;
ALM-403 ISM Fault - Low Line Voltage;报警-403 ISM故障-线电压低;
ALM-404 ISM Fault - Line Current Imbalance;报警-404 ISM故障-线电流不平衡;
ALM-405 ISM Fault - Line Voltage Imbalance;报警-405 ISM故障-线电压不平衡;
ALM-406 ISM Fault - Overload Trip;报警-406 ISM故障-过载跳断;
ALM-407 ISM Fault - Motor Locked Rotor Trip;报警-407 ISM故障-电机堵转跳断;
ALM-408 ISM Fault - Starter Lock Rotor Trip;报警-408 ISM故障-启动柜堵转跳断;
ALM-409 ISM Fault - Ground Fault;报警-409 ISM故障-接地故障;
ALM-410 ISM Fault - Phase Reversal Trip;报警-410 ISM故障-反相跳断;
ALM-411 ISM Fault - Line Frequency Trip;报警-411 ISM故障-线频率跳断;
ALM-412 ISM Fault - Starter Module Reset;报警-412 ISM故障-启动柜模块复位;
ALM-413 ISM Fault - Start Contact Fault;报警-413 ISM故障-启动接触器错误;
ALM-414 ISM Fault - Transtion Contact Fault;报警-414 ISM故障-转换接触器错误;
ALM-415 ISM Fault - Oil Pump or HPS Failure;报警-415 ISM故障-油泵或高压开关故障;
ALM-416 ISM Fault - Starter Fault;报警-416 ISM故障-启动柜故障;
ALM-417 ISM Fault - Motor Amps Not Sensed;报警-417 ISM故障-没有检测到电机电流;
ALM-418 ISM Fault - Excessive Acceleration Time;报警-418 ISM故障-过长加速时间错误;
ALM-419 ISM Fault - Excessive Motor Amps;报警-419 ISM故障-电机电流过高;
ALM-420 ISM Fault - Start Transition Contact Fault;报警-420 ISM故障-启动器转换接触器错误;
ALM-421 ISM Fault - Motor Amps When Stopped;报警-421 ISM故障-停机时电机有电流;
ALM-422 ISM Fault - Starter Module Failure;报警-422 ISM故障-启动柜模块故障;
ALM-423 ISM Fault - Calibration Factor Error;报警-423 ISM故障-校准因数错误;
ALM-424 ISM Fault - Invalid Configuration Error;报警-424 ISM故障-配置错误;
ALM-425 VFD Fault - Single Cycle Dropout;报警-425 变频器故障-单周波缺损;
ALM-426 VFD Fault - Line Current Imbalance;报警-426 变频器故障-线电流不均衡;
ALM-427 VFD Fault - High Line Voltage;报警-427 变频器故障-线电压过高;
ALM-428 VFD Fault - Low Line Voltage;报警-428 变频器故障-线电压过低;
ALM-429 VFD Fault - Low DC Bus Voltage;报警-429 变频器故障-直流母线电压低;
ALM-430 VFD Fault - High DC Bus Voltage;报警-430 变频器故障-直流母线电压高;
ALM-431 VFD Fault - VFD Power On Reset;报警-431 变频器故障-变频器上电复位;
ALM-432 VFD Fault - Ground Fault;报警-432 变频器故障-接地故障;
ALM-433 VFD Fault - Line Phase Reversal;报警-433 变频器故障-电源相序接反;
ALM-434 VFD Fault - Motor Overload Trip;报警-434 变频器故障-电机过载;
ALM-435 VFD Fault - Rectifier Power Fault;报警-435 变频器故障-整流器电源故障;
ALM-436 VFD Fault - Inverter Power Fault;报警-436 变频器故障-逆变器电源故障;
ALM-437 VFD Fault - Rectifier Overcurrent;报警-437 变频器故障-整流器过电流;
ALM-438 VFD Fault - Inverter Overcurrent;报警-438 变频器故障-逆变器过电流;
ALM-439 VFD Fault - Condenser High Pressure;报警-439 变频器故障-冷凝压力高;
ALM-440 VFD Fault - Motor Amps Not Sensed;报警-440 变频器故障-感应不到电机电流;
ALM-441 VFD Fault - Motor Acceleration Fault;报警-441 变频器故障-电机加速故障;
ALM-442 VFD Fault - Stop Fault;报警-442 变频器故障-停机故障;
ALM-443 VFD Fault - Rectifier Overtemp;报警-443 变频器故障-整流器温度高;
ALM-444 VFD Fault - Inverter Overtemp;报警-444 变频器故障-逆变器温度高;
ALM-445 VFD Fault - Motor Current Imbalance;报警-445 变频器故障-负载电流不平衡;
ALM-446 VFD Fault - Line Voltage Imbalance;报警-446 变频器故障-线电压不平衡;
ALM-447 VFD Fault - Frequency Fault;报警-447 变频器故障-频率故障;
ALM-448 VFD Fault - VFD Communication Fault;报警-448 变频器故障-变频器通讯故障;
ALM-449 VFD Fault - VFD Fault;报警-449 变频器故障-变频器故障;
ALM-450 VFD Fault - VFD Start Inhibit;报警-450 变频器故障-变频器禁止启动;
ALM-451 VFD Fault - VFD Checksum Error;报警-451 变频器故障-变频器校验错误;
ALM-452 VFD Fault - Inductor Overtemp Switch;报警-452 变频器故障-电抗器高温开关;
ALM-453 VFD Fault - Incompatibility Fault;报警-453 变频器故障-兼容性错误;
ALM-454 VFD Failt - Main Power Failure;报警-454 变频器故障-主电源故障;
ALT-100 Prestart Alert - Starts Limit Exceeded;警告-100 预启动警告-启动次数超限;
ALT-101 Prestart Alert - Low Oil Temperature;警告-101 预启动警告-油温过低;
ALT-102 Prestart Alert - High Condenser Pressure;警告-102 预启动警告-冷凝器压力过高;
ALT-103 Prestart Alert - Excessive Recycle Starts;警告-103 预启动警告-再循环启动过频;
ALT-104 Prestart Alert - Waiting For Start Permission;警告-104 预启动警告-等待供电许可;
ALT-120 Sensor Alert - Remote Temperature Out of Range;警告-120 传感器警告-远程温度超过范围;
ALT-121 Sensor Alert - Auto Water Temp Reset;警告-121 传感器警告-自动水温修正;
ALT-122 Sensor Alert - Auto Demand Limit Input;警告-122 传感器警告-自动负荷限制输入;
ALT-123 Sensor Alert - VFD Speed Out of Range;警告-123 传感器警告-变频器频率超出范围;
ALT-124 Sensor Alert - Humidity Sensor;警告-124 传感器警告-湿度传感器;
ALT-125 Sensor Alert - Refrigerant Leak Input;警告-125 传感器警告-制冷剂泄漏输入;
ALT-126 Sensor Alert - Diffuser Pos Feedback;警告-126 传感器警告-扩压器位置反馈;
ALT-127 Sensor Alert - VFD Current Input;警告-127 传感器警告-变频器电流输入;
ALT-128 Sensor Alert - High Cond Water Pressure;警告-128 传感器警告-冷却水压力高;
ALT-129 Sensor Alert - Leaving Cond Water Temp;警告-129 传感器警告-冷却水出水温度;
ALT-130 Sensor Alert - Entering Cond Water Temp;警告-130 传感器警告-冷却水进水温度;
ALT-131 Sensor Alert - Entering Cond Water Press;警告-131 传感器警告-冷却水进水压力;
ALT-132 Sensor Alert - Entering Chilled Water Press;警告-132 传感器警告-冷水进水压力;
ALT-133 Sensor Alert - Leaving Cond Water Press;警告-133 传感器警告-冷却水出水压力;
ALT-134 Sensor Alert - Leaving Chilled Water Press;警告-134 传感器警告-冷水出水压力;
ALT-135 Sensor Alert - Guide Vane 1 Position;警告-135 传感器警告-导叶1位置;
ALT-136 Configuration Error - Temp Reset;警告-136 配置错误-温度修正;
ALT-137 Configuration Error - Controlled Water Delta T Reset;警告-137 配置错误-控制水温温差修正;
ALT-138 Configuration Error - Head Pressure;警告-138 配置错误-压头控制;
ALT-139 Sensor Alert - Guide Vane 2 Position;警告-139 传感器警告-导叶2位置;
ALT-146 Process Alert - High Ref Filter Delta Pressure;警告-146 过程警告-制冷剂过滤器压差过高;
ALT-147 Process Alert - Drainage System Failure;警告-147 过程警告-抽气装置排液失败;
ALT-148 Process Alert - Purge Daily Pumpout Limit Exceed;警告-148 过程警告-每日排气时间超限;
ALT-150 Process Alert - Low Discharge Superheat;警告-150 过程警告-排气过热度低;
ALT-151 Process Alert - High Evaporator Approach;警告-151 过程警告-蒸发器换热温差高;
ALT-152 Process Alert - High Condenser Approach;警告-152 过程警告-冷凝器换热温差高;
ALT-153 Process Alert - High Noise Region;警告-153 过程警告-高噪音区域;
ALT-154 Process Alert - Damper Valve Alert;警告-154 过程警告-经济器调节阀;
ALT-155 Process Alert - Low Oil Pressure Difference;警告-155 过程警告-油压差低;
ALT-156 Process Alert - EC Valve Alert;警告-156 过程警告-先进稳定控制阀;
ALT-157 Process Alert - High Condenser Pressure Chiller Off;警告-157 过程警告-停机时冷凝器压力过高;
ALT-158 Process Alert - Prognostic Alert;警告-158 过程警告-预诊断警告;
ALT-159 Process Alert - LEN Scan Warning;警告-159 过程警告-LEN 通信警告;
ALT-160 Process Alert - Oil Filter Replacement;警告-160 过程警告-更换油过滤器;
ALT-161 Process Alert - Transducer Calibration;警告-161 过程警告-压力传感器校准;
ALT-162 Process Alert - Low Refrigerant Charge;警告-162 过程警告-制冷剂充注量少;
ALT-163 Process Alert - Low Liquid Level in High Float VLV;警告-163 过程警告-高位浮球阀侧低液位;
ALT-164 Process Alert - Displacement Switch Failure;警告-164 过程警告-叶轮位移开关故障;
ALT-165 Process Alert - High Oil Supply Temperature;警告-165 过程警告-供油温度过高;
ALT-166 Process Alert - Condenser Flushing Suggested;警告-166 过程警告-建议冲洗冷凝器;
ALT-167 Process Alert - Customer Alert;警告-167 过程警告-客户接入警告;
ALT-169 Process Alert - High Evaporator Pressure;警告-169 过程警告-蒸发器压力过高;
ALT-170 Master Slave Alert - Same Address;警告-170 主从控制警告-地址相同;
ALT-171 Master Slave Alert - Conflict Application SW Version;警告-171 主从控制警告-软件版本冲突;
ALT-172 Master Slave Alert - Conflict Heating Cooling Mode;警告-172 主从控制警告-制冷制热设定冲突;
ALT-173 Master Slave Alert - Incorrect Slave Control Type;警告-173 主从控制警告-从机控制类型错误;
ALT-174 Master Slave Alert - Slave Tripout;警告-174 主从控制警告-从机报警停机;
ALT-175 Master Slave Alert - Incorrect Master Control Type;警告-175 主从控制警告-主机控制类型错误;
ALT-176 Master Slave Alert - No Communication;警告-176 主从控制警告-通讯失败;
ALT-179 Master Slave Alert - Master CCN Write Rejection;警告-179 主从控制警告-主机CCN拒绝写入;
ALT-180 Master Slave Alert - Slave Addr Not Slave;警告-180 主从控制警告-从机地址被非从机占用;
ALT-181 Loss Communication with AHF GDCB 1;警告-181 与滤波器GDCB 1 失去通讯;
ALT-182 Loss Communication with AHF GDCB 2;警告-182 与滤波器GDCB 2 失去通讯;
ALT-183 Loss Communication with AHF GDCB 3;警告-183 与滤波器GDCB 3 失去通讯;
ALT-184 Loss Communication with AHF GDCB 4;警告-184 与滤波器GDCB 4 失去通讯;
ALT-185 AHF GDCB 1 Start Failure;警告-185 滤波器GDCB 1 启动失败;
ALT-186 AHF GDCB 2 Start Failure;警告-186 滤波器GDCB 2 启动失败;
ALT-187 AHF GDCB 3 Start Failure;警告-187 滤波器GDCB 3 启动失败;
ALT-188 AHF GDCB 4 Start Failure;警告-188 滤波器GDCB 4 启动失败;
ALT-189 Process Alert - Low Oil Supply Temperature;警告-189 过程警告-供油温度过低;
ALT-190 AHF FAULT;警告-190 谐波滤波器故障;
ALT-191 Loss Communication with AHF;警告-191 与谐波滤波器失去通讯;
AMA Not OK;AMA不正常;
APP Version;应用程序 版本;
Account Email Part1;账号用户名;
Account Email Part2;账号邮箱域名;
Account Password;账号密码;
Activate;激活;
Active Number of GDCBs;有效GDCB数量;
Actual Delta Tsat;实际饱和温差;
Actual Demand Limit;实际负荷限制值;
Actual GV1 Pos;导叶1实际位置;
Actual GV2 Pos;导叶2实际位置;
Actual Lift;实际扬程;
Actual Line Current;实际平均线电流;
Actual Line Voltage;实际平均线电压;
Actual Setpoint;实际设定点;
Actual VFD Frequency;实际变频器频率;
Actual VFD Speed Per;实际变频器速度百分比;
Actual VFD Speed;实际变频器速度;
Actual Valve Position;实际调节阀位置;
Add Compressor Oil;加压缩机润滑油;
Add Refrigerant;加制冷剂;
After Service Hrs;维护后运行时间;
Al Arc Length;喘振自学习计算弧长;
Al Calc Delta Tsat;自学习计算的喘振饱和温差;
Al Counts Bf Shutd;自学习机组喘停配置次数;
Al High Eff Delta Tsat;自学习高效模式计算饱和温差;
Al Precursor Detected;自学习喘振预防进行中;
Al Signal Reset;自学习检测信号重置;
Al Surge Counts;自学习喘振次数;
Al Surge Detected;自学习喘振保护进行中;
Al Surge Threshold;自学习喘振检测阈值;
Al Traceback Length;自学习喘振点回溯长度;
Al Updateflag Counts;自学习喘振点更新次数;
Alarm Manager;警报管理器;
Alarm Output;报警输出;
Alarm Relay;报警继电器;
Alarm Reset;报警已复位;
Alarm Shutdown;报警关机进行中;
Alarm State;报警状态;
Alarm;报警;
Alarms  ;报警;
Alarms History  ;报警历史;
Alarms not found;没有报警;
Alarms;警报;
Alert Output;警告输出;
Alert Relay;警告继电器;
Alert;警告;
All The Alarms Are OFF.;所有报警已恢复;
Amps Change Surge Prot;喘振保护电流变化值;
Amps or KW Ramp per Min;每分钟电流或功率加载值;
Amps=0, KW=1;电流=0,功率=1;
Apparent Power(KVA);视在功率(KVA);
Apply;应用;
Apr  ;四月;
April;四月;
Are you sure you want to leave this page?  ;确定离开此页面?;
Are you sure you want to leave this page?;你确定想离开这个页面？;
Atmospheric Pressure;大气压力;
Aug  ;八月;
August;八月;
Auto Demand Limit Input;自动负荷限制输入;
Auto Learn Flag;自学习喘振线更新标志;
Auto Restart Active;自动重启中;
Auto Restart Option;自动重启选项;
Auto Restart Pend;自动重启等待中;
Auto Water Temp Reset;自动水温修正;
Auto;自动;
Autorst;自动重启;
Avaliable Lift;可达到的饱和温差;
Avg Daily Purge in 7 Day;抽气装置一周内日均泵出时间;
BACnet Alarms Enable;BACnet告警使能;
BACnet Configuration;BACnet配置;
BACnet Identifier;BACnet识别号;
BACnet Metric Unit;BACnet公制单位;
BACnet Network;BACnet网络;
BACnet Occupied;BACnet占用;
BACnet Schedule Enable;BACnet日程使能;
BACnet/IP Enable;BACnet/IP启用;
BMS Emergency Stop;BMS 紧急停机;
BMS Port J8 Term Res;BMS端口J8终端电阻;
BMS Protocol;BMS协议配置;
BRG Inlet Press Cali;轴承进口压力校准激活;
BRG Outlet Press Cali;轴承出口压力校准激活;
BRG Ref Supply Sat Temp;轴承制冷剂供液饱和温度;
BROCASTS;广播菜单;
Bacnet;Bacnet;
Base Demand Limit;基本负荷限制;
Base Demand=0, 4-20mA=1;基本负荷限制=0,4-20mA=1;
